,YEAR,TEAM,SEED,ROUND,CURRENT ROUND,SCORE
1052,2015,Baylor,3,64,64,56.0
1053,2015,Georgia St.,14,32,64,57.0
1054,2015,VCU,7,64,64,72.0
1055,2015,Ohio St.,10,32,64,75.0
1056,2015,Arizona,2,8,64,93.0
1057,2015,Texas Southern,15,64,64,72.0
1058,2015,Villanova,1,32,64,93.0
1059,2015,Lafayette,16,64,64,52.0
1060,2015,North Carolina St.,8,16,64,66.0
1061,2015,LSU,9,64,64,65.0
1062,2015,Northern Iowa,5,32,64,71.0
1063,2015,Wyoming,12,64,64,54.0
1064,2015,Louisville,4,8,64,57.0
1065,2015,UC Irvine,13,64,64,55.0
1066,2015,Providence,6,64,64,53.0
1067,2015,Dayton,11,32,64,66.0
1068,2015,Oklahoma,3,16,64,69.0
1069,2015,Albany,14,64,64,60.0
1070,2015,Michigan St.,7,4,64,70.0
1071,2015,Georgia,10,64,64,63.0
1072,2015,Virginia,2,32,64,79.0
1073,2015,Belmont,15,64,64,67.0
1074,2015,Duke,1,1,64,85.0
1075,2015,Robert Morris,16,64,64,56.0
1076,2015,San Diego St.,8,32,64,76.0
1077,2015,St. John's,9,64,64,64.0
1078,2015,Utah,5,16,64,57.0
1079,2015,Stephen F. Austin,12,64,64,50.0
1080,2015,Georgetown,4,32,64,84.0
1081,2015,Eastern Washington,13,64,64,74.0
1082,2015,SMU,6,64,64,59.0
1083,2015,UCLA,11,16,64,60.0
1084,2015,Iowa St.,3,64,64,59.0
1085,2015,UAB,14,32,64,60.0
1086,2015,Iowa,7,32,64,83.0
1087,2015,Davidson,10,64,64,52.0
1088,2015,Gonzaga,2,8,64,86.0
1089,2015,North Dakota St.,15,64,64,76.0
1090,2015,Kentucky,1,4,32,64.0
1091,2015,Cincinnati,8,32,32,51.0
1092,2015,West Virginia,5,16,32,69.0
1093,2015,Maryland,4,32,32,59.0
1094,2015,Butler,6,32,32,64.0
1095,2015,Notre Dame,3,8,32,67.0
1096,2015,Wichita St.,7,16,32,78.0
1097,2015,Kansas,2,32,32,65.0
1098,2015,Wisconsin,1,2,32,72.0
1099,2015,Oregon,8,32,32,65.0
1100,2015,Arkansas,5,32,32,78.0
1101,2015,North Carolina,4,16,32,87.0
1102,2015,Xavier,6,16,32,75.0
1103,2015,Georgia St.,14,32,32,67.0
1104,2015,Ohio St.,10,32,32,58.0
1105,2015,Arizona,2,8,32,73.0
1106,2015,Villanova,1,32,32,68.0
1107,2015,North Carolina St.,8,16,32,71.0
1108,2015,Northern Iowa,5,32,32,53.0
1109,2015,Louisville,4,8,32,66.0
1110,2015,Dayton,11,32,32,66.0
1111,2015,Oklahoma,3,16,32,72.0
1112,2015,Michigan St.,7,4,32,60.0
1113,2015,Virginia,2,32,32,54.0
1114,2015,Duke,1,1,32,68.0
1115,2015,San Diego St.,8,32,32,49.0
1116,2015,Utah,5,16,32,75.0
1117,2015,Georgetown,4,32,32,64.0
1118,2015,UCLA,11,16,32,92.0
1119,2015,UAB,14,32,32,75.0
1120,2015,Iowa,7,32,32,68.0
1121,2015,Gonzaga,2,8,32,87.0
1122,2015,Kentucky,1,4,16,78.0
1123,2015,West Virginia,5,16,16,39.0
1124,2015,Notre Dame,3,8,16,81.0
1125,2015,Wichita St.,7,16,16,70.0
1126,2015,Wisconsin,1,2,16,79.0
1127,2015,North Carolina,4,16,16,72.0
1128,2015,Xavier,6,16,16,60.0
1129,2015,Arizona,2,8,16,68.0
1130,2015,North Carolina St.,8,16,16,65.0
1131,2015,Louisville,4,8,16,75.0
1132,2015,Oklahoma,3,16,16,58.0
1133,2015,Michigan St.,7,4,16,62.0
1134,2015,Duke,1,1,16,63.0
1135,2015,Utah,5,16,16,57.0
1136,2015,UCLA,11,16,16,62.0
1137,2015,Gonzaga,2,8,16,74.0
1138,2015,Kentucky,1,4,8,68.0
1139,2015,Notre Dame,3,8,8,66.0
1140,2015,Wisconsin,1,2,8,85.0
1141,2015,Arizona,2,8,8,78.0
1142,2015,Louisville,4,8,8,70.0
1143,2015,Michigan St.,7,4,8,76.0
1144,2015,Duke,1,1,8,66.0
1145,2015,Gonzaga,2,8,8,52.0
1146,2015,Kentucky,1,4,4,64.0
1147,2015,Wisconsin,1,2,4,71.0
1148,2015,Michigan St.,7,4,4,61.0
1149,2015,Duke,1,1,4,81.0
1150,2015,Wisconsin,1,2,2,63.0
1151,2015,Duke,1,1,2,68.0
1152,2014,Florida,1,4,64,67.0
1153,2014,Albany,16,64,64,55.0
1154,2014,Colorado,8,64,64,48.0
1155,2014,Pittsburgh,9,32,64,77.0
1156,2014,VCU,5,64,64,75.0
1157,2014,Stephen F. Austin,12,32,64,77.0
1158,2014,UCLA,4,16,64,76.0
1159,2014,Tulsa,13,64,64,59.0
1160,2014,Ohio St.,6,64,64,59.0
1161,2014,Dayton,11,8,64,60.0
1162,2014,Syracuse,3,32,64,77.0
1163,2014,Western Michigan,14,64,64,53.0
1164,2014,New Mexico,7,64,64,53.0
1165,2014,Stanford,10,16,64,58.0
1166,2014,Kansas,2,32,64,80.0
1167,2014,Eastern Kentucky,15,64,64,69.0
1168,2014,Virginia,1,16,64,70.0
1169,2014,Coastal Carolina,16,64,64,59.0
1170,2014,Memphis,8,32,64,71.0
1171,2014,George Washington,9,64,64,66.0
1172,2014,Cincinnati,5,64,64,57.0
1173,2014,Harvard,12,32,64,61.0
1174,2014,Michigan St.,4,8,64,93.0
1175,2014,Delaware,13,64,64,78.0
1176,2014,North Carolina,6,32,64,79.0
1177,2014,Providence,11,64,64,77.0
1178,2014,Iowa St.,3,16,64,93.0
1179,2014,North Carolina Central,14,64,64,75.0
1180,2014,Connecticut,7,1,64,89.0
1181,2014,Saint Joseph's,10,64,64,81.0
1182,2014,Villanova,2,32,64,73.0
1183,2014,Milwaukee,15,64,64,53.0
1184,2014,Arizona,1,8,64,68.0
1185,2014,Weber St.,16,64,64,59.0
1186,2014,Gonzaga,8,32,64,85.0
1187,2014,Oklahoma St.,9,64,64,77.0
1188,2014,Oklahoma,5,64,64,75.0
1189,2014,North Dakota St.,12,32,64,80.0
1190,2014,San Diego St.,4,16,64,73.0
1191,2014,New Mexico St.,13,64,64,69.0
1192,2014,Baylor,6,16,64,74.0
1193,2014,Nebraska,11,64,64,60.0
1194,2014,Creighton,3,32,64,76.0
1195,2014,Louisiana Lafayette,14,64,64,66.0
1196,2014,Oregon,7,32,64,87.0
1197,2014,BYU,10,64,64,68.0
1198,2014,Wisconsin,2,4,64,75.0
1199,2014,American,15,64,64,35.0
1200,2014,Wichita St.,1,32,64,64.0
1201,2014,Cal Poly,16,64,64,37.0
1202,2014,Kentucky,8,2,64,56.0
1203,2014,Kansas St.,9,64,64,49.0
1204,2014,Saint Louis,5,32,64,83.0
1205,2014,North Carolina St.,12,64,64,80.0
1206,2014,Louisville,4,16,64,71.0
1207,2014,Manhattan,13,64,64,64.0
1208,2014,Massachusetts,6,64,64,67.0
1209,2014,Tennessee,11,16,64,86.0
1210,2014,Duke,3,64,64,71.0
1211,2014,Mercer,14,32,64,78.0
1212,2014,Texas,7,32,64,87.0
1213,2014,Arizona St.,10,64,64,85.0
1214,2014,Michigan,2,8,64,57.0
1215,2014,Wofford,15,64,64,40.0
1216,2014,Florida,1,4,32,61.0
1217,2014,Pittsburgh,9,32,32,45.0
1218,2014,Stephen F. Austin,12,32,32,60.0
1219,2014,UCLA,4,16,32,77.0
1220,2014,Dayton,11,8,32,55.0
1221,2014,Syracuse,3,32,32,53.0
1222,2014,Stanford,10,16,32,60.0
1223,2014,Kansas,2,32,32,57.0
1224,2014,Virginia,1,16,32,78.0
1225,2014,Memphis,8,32,32,60.0
1226,2014,Harvard,12,32,32,73.0
1227,2014,Michigan St.,4,8,32,80.0
1228,2014,North Carolina,6,32,32,83.0
1229,2014,Iowa St.,3,16,32,85.0
1230,2014,Connecticut,7,1,32,77.0
1231,2014,Villanova,2,32,32,65.0
1232,2014,Arizona,1,8,32,84.0
1233,2014,Gonzaga,8,32,32,61.0
1234,2014,North Dakota St.,12,32,32,44.0
1235,2014,San Diego St.,4,16,32,63.0
1236,2014,Baylor,6,16,32,85.0
1237,2014,Creighton,3,32,32,55.0
1238,2014,Oregon,7,32,32,77.0
1239,2014,Wisconsin,2,4,32,85.0
1240,2014,Wichita St.,1,32,32,76.0
1241,2014,Kentucky,8,2,32,78.0
1242,2014,Saint Louis,5,32,32,51.0
1243,2014,Louisville,4,16,32,66.0
1244,2014,Tennessee,11,16,32,83.0
1245,2014,Mercer,14,32,32,63.0
1246,2014,Texas,7,32,32,65.0
1247,2014,Michigan,2,8,32,79.0
1248,2014,Florida,1,4,16,79.0
1249,2014,UCLA,4,16,16,68.0
1250,2014,Dayton,11,8,16,82.0
1251,2014,Stanford,10,16,16,72.0
1252,2014,Virginia,1,16,16,59.0
1253,2014,Michigan St.,4,8,16,61.0
1254,2014,Iowa St.,3,16,16,76.0
1255,2014,Connecticut,7,1,16,81.0
1256,2014,Arizona,1,8,16,70.0
1257,2014,San Diego St.,4,16,16,64.0
1258,2014,Baylor,6,16,16,52.0
1259,2014,Wisconsin,2,4,16,69.0
1260,2014,Kentucky,8,2,16,74.0
1261,2014,Louisville,4,16,16,69.0
1262,2014,Tennessee,11,16,16,71.0
1263,2014,Michigan,2,8,16,73.0
1264,2014,Florida,1,4,8,62.0
1265,2014,Dayton,11,8,8,52.0
1266,2014,Michigan St.,4,8,8,54.0
1267,2014,Connecticut,7,1,8,60.0
1268,2014,Arizona,1,8,8,63.0
1269,2014,Wisconsin,2,4,8,64.0
1270,2014,Kentucky,8,2,8,75.0
1271,2014,Michigan,2,8,8,72.0
1272,2014,Florida,1,4,4,53.0
1273,2014,Connecticut,7,1,4,63.0
1274,2014,Wisconsin,2,4,4,73.0
1275,2014,Kentucky,8,2,4,74.0
1276,2014,Connecticut,7,1,2,60.0
1277,2014,Kentucky,8,2,2,54.0
1278,2013,Louisville,1,1,64,79.0
1279,2013,North Carolina A&T,16,64,64,48.0
1280,2013,Colorado St.,8,32,64,84.0
1281,2013,Missouri,9,64,64,72.0
1282,2013,Oklahoma St.,5,64,64,55.0
1283,2013,Oregon,12,16,64,68.0
1284,2013,Saint Louis,4,32,64,64.0
1285,2013,New Mexico St.,13,64,64,44.0
1286,2013,Memphis,6,32,64,54.0
1287,2013,Saint Mary's,11,64,64,52.0
1288,2013,Michigan St.,3,16,64,65.0
1289,2013,Valparaiso,14,64,64,54.0
1290,2013,Creighton,7,32,64,67.0
1291,2013,Cincinnati,10,64,64,63.0
1292,2013,Duke,2,8,64,73.0
1293,2013,Albany,15,64,64,61.0
1294,2013,Gonzaga,1,32,64,64.0
1295,2013,Southern,16,64,64,58.0
1296,2013,Pittsburgh,8,64,64,55.0
1297,2013,Wichita St.,9,4,64,73.0
1298,2013,Wisconsin,5,64,64,46.0
1299,2013,Mississippi,12,32,64,57.0
1300,2013,Kansas St.,4,64,64,61.0
1301,2013,La Salle,13,16,64,63.0
1302,2013,Arizona,6,16,64,81.0
1303,2013,Belmont,11,64,64,64.0
1304,2013,New Mexico,3,64,64,62.0
1305,2013,Harvard,14,32,64,68.0
1306,2013,Notre Dame,7,64,64,58.0
1307,2013,Iowa St.,10,32,64,76.0
1308,2013,Ohio St.,2,8,64,95.0
1309,2013,Iona,15,64,64,70.0
1310,2013,Kansas,1,16,64,64.0
1311,2013,Western Kentucky,16,64,64,57.0
1312,2013,North Carolina,8,32,64,78.0
1313,2013,Villanova,9,64,64,71.0
1314,2013,VCU,5,32,64,88.0
1315,2013,Akron,12,64,64,42.0
1316,2013,Michigan,4,2,64,71.0
1317,2013,South Dakota St.,13,64,64,56.0
1318,2013,UCLA,6,64,64,63.0
1319,2013,Minnesota,11,32,64,83.0
1320,2013,Florida,3,8,64,79.0
1321,2013,Northwestern St.,14,64,64,47.0
1322,2013,San Diego St.,7,32,64,70.0
1323,2013,Oklahoma,10,64,64,55.0
1324,2013,Georgetown,2,64,64,68.0
1325,2013,Florida Gulf Coast,15,16,64,78.0
1326,2013,Indiana,1,16,64,83.0
1327,2013,James Madison,16,64,64,62.0
1328,2013,North Carolina St.,8,64,64,72.0
1329,2013,Temple,9,32,64,76.0
1330,2013,UNLV,5,64,64,61.0
1331,2013,California,12,32,64,64.0
1332,2013,Syracuse,4,4,64,81.0
1333,2013,Montana,13,64,64,34.0
1334,2013,Butler,6,32,64,68.0
1335,2013,Bucknell,11,64,64,56.0
1336,2013,Marquette,3,8,64,59.0
1337,2013,Davidson,14,64,64,58.0
1338,2013,Illinois,7,32,64,57.0
1339,2013,Colorado,10,64,64,49.0
1340,2013,Miami FL,2,16,64,78.0
1341,2013,Pacific,15,64,64,49.0
1342,2013,Louisville,1,1,32,82.0
1343,2013,Colorado St.,8,32,32,56.0
1344,2013,Oregon,12,16,32,74.0
1345,2013,Saint Louis,4,32,32,57.0
1346,2013,Memphis,6,32,32,48.0
1347,2013,Michigan St.,3,16,32,70.0
1348,2013,Creighton,7,32,32,50.0
1349,2013,Duke,2,8,32,66.0
1350,2013,Gonzaga,1,32,32,70.0
1351,2013,Wichita St.,9,4,32,76.0
1352,2013,Mississippi,12,32,32,74.0
1353,2013,La Salle,13,16,32,76.0
1354,2013,Arizona,6,16,32,74.0
1355,2013,Harvard,14,32,32,51.0
1356,2013,Iowa St.,10,32,32,75.0
1357,2013,Ohio St.,2,8,32,78.0
1358,2013,Kansas,1,16,32,70.0
1359,2013,North Carolina,8,32,32,58.0
1360,2013,VCU,5,32,32,53.0
1361,2013,Michigan,4,2,32,78.0
1362,2013,Minnesota,11,32,32,64.0
1363,2013,Florida,3,8,32,78.0
1364,2013,San Diego St.,7,32,32,71.0
1365,2013,Florida Gulf Coast,15,16,32,81.0
1366,2013,Indiana,1,16,32,58.0
1367,2013,Temple,9,32,32,52.0
1368,2013,California,12,32,32,60.0
1369,2013,Syracuse,4,4,32,66.0
1370,2013,Butler,6,32,32,72.0
1371,2013,Marquette,3,8,32,74.0
1372,2013,Illinois,7,32,32,59.0
1373,2013,Miami FL,2,16,32,63.0
1374,2013,Louisville,1,1,16,77.0
1375,2013,Oregon,12,16,16,69.0
1376,2013,Michigan St.,3,16,16,61.0
1377,2013,Duke,2,8,16,71.0
1378,2013,Wichita St.,9,4,16,72.0
1379,2013,La Salle,13,16,16,58.0
1380,2013,Arizona,6,16,16,70.0
1381,2013,Ohio St.,2,8,16,73.0
1382,2013,Kansas,1,16,16,85.0
1383,2013,Michigan,4,2,16,87.0
1384,2013,Florida,3,8,16,62.0
1385,2013,Florida Gulf Coast,15,16,16,50.0
1386,2013,Indiana,1,16,16,50.0
1387,2013,Syracuse,4,4,16,61.0
1388,2013,Marquette,3,8,16,71.0
1389,2013,Miami FL,2,16,16,61.0
1390,2013,Louisville,1,1,8,85.0
1391,2013,Duke,2,8,8,63.0
1392,2013,Wichita St.,9,4,8,70.0
1393,2013,Ohio St.,2,8,8,66.0
1394,2013,Michigan,4,2,8,79.0
1395,2013,Florida,3,8,8,59.0
1396,2013,Syracuse,4,4,8,55.0
1397,2013,Marquette,3,8,8,39.0
1398,2013,Louisville,1,1,4,72.0
1399,2013,Wichita St.,9,4,4,68.0
1400,2013,Michigan,4,2,4,61.0
1401,2013,Syracuse,4,4,4,56.0
1402,2013,Louisville,1,1,2,82.0
1403,2013,Michigan,4,2,2,76.0
1404,2012,Kentucky,1,1,64,81.0
1405,2012,Western Kentucky,16,64,64,66.0
1406,2012,Iowa St.,8,32,64,77.0
1407,2012,Connecticut,9,64,64,64.0
1408,2012,Wichita St.,5,64,64,59.0
1409,2012,VCU,12,32,64,62.0
1410,2012,Indiana,4,16,64,79.0
1411,2012,New Mexico St.,13,64,64,66.0
1412,2012,UNLV,6,64,64,64.0
1413,2012,Colorado,11,32,64,68.0
1414,2012,Baylor,3,8,64,68.0
1415,2012,South Dakota St.,14,64,64,60.0
1416,2012,Notre Dame,7,64,64,63.0
1417,2012,Xavier,10,16,64,67.0
1418,2012,Duke,2,64,64,70.0
1419,2012,Lehigh,15,32,64,75.0
1420,2012,Michigan St.,1,16,64,89.0
1421,2012,LIU Brooklyn,16,64,64,67.0
1422,2012,Memphis,8,64,64,54.0
1423,2012,Saint Louis,9,32,64,61.0
1424,2012,New Mexico,5,32,64,75.0
1425,2012,Long Beach St.,12,64,64,68.0
1426,2012,Louisville,4,4,64,69.0
1427,2012,Davidson,13,64,64,62.0
1428,2012,Murray St.,6,32,64,58.0
1429,2012,Colorado St.,11,64,64,41.0
1430,2012,Marquette,3,16,64,88.0
1431,2012,BYU,14,64,64,68.0
1432,2012,Florida,7,8,64,71.0
1433,2012,Virginia,10,64,64,45.0
1434,2012,Missouri,2,64,64,84.0
1435,2012,Norfolk St.,15,32,64,86.0
1436,2012,Syracuse,1,8,64,72.0
1437,2012,UNC Asheville,16,64,64,65.0
1438,2012,Kansas St.,8,32,64,70.0
1439,2012,Southern Miss,9,64,64,64.0
1440,2012,Vanderbilt,5,32,64,79.0
1441,2012,Harvard,12,64,64,70.0
1442,2012,Wisconsin,4,16,64,73.0
1443,2012,Montana,13,64,64,49.0
1444,2012,Cincinnati,6,16,64,65.0
1445,2012,Texas,11,64,64,59.0
1446,2012,Florida St.,3,32,64,66.0
1447,2012,St. Bonaventure,14,64,64,63.0
1448,2012,Gonzaga,7,32,64,77.0
1449,2012,West Virginia,10,64,64,54.0
1450,2012,Ohio St.,2,4,64,78.0
1451,2012,Loyola MD,15,64,64,59.0
1452,2012,North Carolina,1,8,64,77.0
1453,2012,Vermont,16,64,64,58.0
1454,2012,Creighton,8,32,64,58.0
1455,2012,Alabama,9,64,64,57.0
1456,2012,Temple,5,64,64,44.0
1457,2012,South Florida,12,32,64,58.0
1458,2012,Michigan,4,64,64,60.0
1459,2012,Ohio,13,16,64,65.0
1460,2012,San Diego St.,6,64,64,65.0
1461,2012,North Carolina St.,11,16,64,79.0
1462,2012,Georgetown,3,32,64,74.0
1463,2012,Belmont,14,64,64,59.0
1464,2012,Saint Mary's,7,64,64,69.0
1465,2012,Purdue,10,32,64,72.0
1466,2012,Kansas,2,2,64,65.0
1467,2012,Detroit,15,64,64,50.0
1468,2012,Kentucky,1,1,32,87.0
1469,2012,Iowa St.,8,32,32,71.0
1470,2012,VCU,12,32,32,61.0
1471,2012,Indiana,4,16,32,63.0
1472,2012,Colorado,11,32,32,63.0
1473,2012,Baylor,3,8,32,80.0
1474,2012,Xavier,10,16,32,70.0
1475,2012,Lehigh,15,32,32,58.0
1476,2012,Michigan St.,1,16,32,65.0
1477,2012,Saint Louis,9,32,32,61.0
1478,2012,New Mexico,5,32,32,56.0
1479,2012,Louisville,4,4,32,59.0
1480,2012,Murray St.,6,32,32,53.0
1481,2012,Marquette,3,16,32,62.0
1482,2012,Florida,7,8,32,84.0
1483,2012,Norfolk St.,15,32,32,50.0
1484,2012,Syracuse,1,8,32,75.0
1485,2012,Kansas St.,8,32,32,59.0
1486,2012,Vanderbilt,5,32,32,57.0
1487,2012,Wisconsin,4,16,32,60.0
1488,2012,Cincinnati,6,16,32,62.0
1489,2012,Florida St.,3,32,32,56.0
1490,2012,Gonzaga,7,32,32,66.0
1491,2012,Ohio St.,2,4,32,73.0
1492,2012,North Carolina,1,8,32,87.0
1493,2012,Creighton,8,32,32,73.0
1494,2012,South Florida,12,32,32,56.0
1495,2012,Ohio,13,16,32,62.0
1496,2012,North Carolina St.,11,16,32,66.0
1497,2012,Georgetown,3,32,32,63.0
1498,2012,Purdue,10,32,32,60.0
1499,2012,Kansas,2,2,32,63.0
1500,2012,Kentucky,1,1,16,102.0
1501,2012,Indiana,4,16,16,90.0
1502,2012,Baylor,3,8,16,75.0
1503,2012,Xavier,10,16,16,70.0
1504,2012,Michigan St.,1,16,16,44.0
1505,2012,Louisville,4,4,16,57.0
1506,2012,Marquette,3,16,16,58.0
1507,2012,Florida,7,8,16,68.0
1508,2012,Syracuse,1,8,16,64.0
1509,2012,Wisconsin,4,16,16,63.0
1510,2012,Cincinnati,6,16,16,66.0
1511,2012,Ohio St.,2,4,16,81.0
1512,2012,North Carolina,1,8,16,73.0
1513,2012,Ohio,13,16,16,65.0
1514,2012,North Carolina St.,11,16,16,57.0
1515,2012,Kansas,2,2,16,60.0
1516,2012,Kentucky,1,1,8,82.0
1517,2012,Baylor,3,8,8,70.0
1518,2012,Louisville,4,4,8,72.0
1519,2012,Florida,7,8,8,68.0
1520,2012,Syracuse,1,8,8,70.0
1521,2012,Ohio St.,2,4,8,77.0
1522,2012,North Carolina,1,8,8,67.0
1523,2012,Kansas,2,2,8,80.0
1524,2012,Kentucky,1,1,4,69.0
1525,2012,Louisville,4,4,4,61.0
1526,2012,Ohio St.,2,4,4,62.0
1527,2012,Kansas,2,2,4,64.0
1528,2012,Kentucky,1,1,2,67.0
1529,2012,Kansas,2,2,2,59.0
1530,2011,Ohio St.,1,16,64,75.0
1531,2011,UTSA,16,64,64,46.0
1532,2011,George Mason,8,32,64,61.0
1533,2011,Villanova,9,64,64,57.0
1534,2011,West Virginia,5,32,64,84.0
1535,2011,Clemson,12,64,64,76.0
1536,2011,Kentucky,4,4,64,59.0
1537,2011,Princeton,13,64,64,57.0
1538,2011,Xavier,6,64,64,55.0
1539,2011,Marquette,11,16,64,66.0
1540,2011,Syracuse,3,32,64,77.0
1541,2011,Indiana St.,14,64,64,60.0
1542,2011,Washington,7,32,64,68.0
1543,2011,Georgia,10,64,64,65.0
1544,2011,North Carolina,2,8,64,102.0
1545,2011,LIU Brooklyn,15,64,64,87.0
1546,2011,Duke,1,16,64,87.0
1547,2011,Hampton,16,64,64,45.0
1548,2011,Michigan,8,32,64,75.0
1549,2011,Tennessee,9,64,64,45.0
1550,2011,Arizona,5,8,64,77.0
1551,2011,Memphis,12,64,64,75.0
1552,2011,Texas,4,32,64,85.0
1553,2011,Oakland,13,64,64,81.0
1554,2011,Cincinnati,6,32,64,78.0
1555,2011,Missouri,11,64,64,63.0
1556,2011,Connecticut,3,1,64,81.0
1557,2011,Bucknell,14,64,64,52.0
1558,2011,Temple,7,32,64,66.0
1559,2011,Penn St.,10,64,64,64.0
1560,2011,San Diego St.,2,16,64,68.0
1561,2011,Northern Colorado,15,64,64,50.0
1562,2011,Kansas,1,8,64,72.0
1563,2011,Boston University,16,64,64,53.0
1564,2011,UNLV,8,64,64,62.0
1565,2011,Illinois,9,32,64,73.0
1566,2011,Vanderbilt,5,64,64,66.0
1567,2011,Richmond,12,16,64,69.0
1568,2011,Louisville,4,64,64,61.0
1569,2011,Morehead St.,13,32,64,62.0
1570,2011,Georgetown,6,64,64,56.0
1571,2011,VCU,11,4,64,74.0
1572,2011,Purdue,3,32,64,65.0
1573,2011,Saint Peter's,14,64,64,43.0
1574,2011,Texas A&M,7,64,64,50.0
1575,2011,Florida St.,10,16,64,57.0
1576,2011,Notre Dame,2,32,64,69.0
1577,2011,Akron,15,64,64,56.0
1578,2011,Pittsburgh,1,32,64,74.0
1579,2011,UNC Asheville,16,64,64,51.0
1580,2011,Butler,8,2,64,60.0
1581,2011,Old Dominion,9,64,64,58.0
1582,2011,Kansas St.,5,32,64,73.0
1583,2011,Utah St.,12,64,64,68.0
1584,2011,Wisconsin,4,16,64,72.0
1585,2011,Belmont,13,64,64,58.0
1586,2011,St. John's,6,64,64,71.0
1587,2011,Gonzaga,11,32,64,86.0
1588,2011,BYU,3,16,64,74.0
1589,2011,Wofford,14,64,64,66.0
1590,2011,UCLA,7,32,64,78.0
1591,2011,Michigan St.,10,64,64,76.0
1592,2011,Florida,2,8,64,79.0
1593,2011,UC Santa Barbara,15,64,64,51.0
1594,2011,Ohio St.,1,16,32,98.0
1595,2011,George Mason,8,32,32,66.0
1596,2011,West Virginia,5,32,32,63.0
1597,2011,Kentucky,4,4,32,71.0
1598,2011,Marquette,11,16,32,66.0
1599,2011,Syracuse,3,32,32,62.0
1600,2011,Washington,7,32,32,83.0
1601,2011,North Carolina,2,8,32,86.0
1602,2011,Duke,1,16,32,73.0
1603,2011,Michigan,8,32,32,71.0
1604,2011,Arizona,5,8,32,70.0
1605,2011,Texas,4,32,32,69.0
1606,2011,Cincinnati,6,32,32,58.0
1607,2011,Connecticut,3,1,32,69.0
1608,2011,Temple,7,32,32,64.0
1609,2011,San Diego St.,2,16,32,71.0
1610,2011,Kansas,1,8,32,73.0
1611,2011,Illinois,9,32,32,59.0
1612,2011,Richmond,12,16,32,65.0
1613,2011,Morehead St.,13,32,32,48.0
1614,2011,VCU,11,4,32,94.0
1615,2011,Purdue,3,32,32,76.0
1616,2011,Florida St.,10,16,32,71.0
1617,2011,Notre Dame,2,32,32,57.0
1618,2011,Pittsburgh,1,32,32,70.0
1619,2011,Butler,8,2,32,71.0
1620,2011,Kansas St.,5,32,32,65.0
1621,2011,Wisconsin,4,16,32,70.0
1622,2011,Gonzaga,11,32,32,67.0
1623,2011,BYU,3,16,32,89.0
1624,2011,UCLA,7,32,32,65.0
1625,2011,Florida,2,8,32,73.0
1626,2011,Ohio St.,1,16,16,60.0
1627,2011,Kentucky,4,4,16,62.0
1628,2011,Marquette,11,16,16,63.0
1629,2011,North Carolina,2,8,16,81.0
1630,2011,Duke,1,16,16,77.0
1631,2011,Arizona,5,8,16,93.0
1632,2011,Connecticut,3,1,16,74.0
1633,2011,San Diego St.,2,16,16,67.0
1634,2011,Kansas,1,8,16,77.0
1635,2011,Richmond,12,16,16,57.0
1636,2011,VCU,11,4,16,72.0
1637,2011,Florida St.,10,16,16,71.0
1638,2011,Butler,8,2,16,61.0
1639,2011,Wisconsin,4,16,16,54.0
1640,2011,BYU,3,16,16,74.0
1641,2011,Florida,2,8,16,83.0
1642,2011,Kentucky,4,4,8,76.0
1643,2011,North Carolina,2,8,8,69.0
1644,2011,Arizona,5,8,8,63.0
1645,2011,Connecticut,3,1,8,65.0
1646,2011,Kansas,1,8,8,61.0
1647,2011,VCU,11,4,8,71.0
1648,2011,Butler,8,2,8,74.0
1649,2011,Florida,2,8,8,71.0
1650,2011,Kentucky,4,4,4,55.0
1651,2011,Connecticut,3,1,4,56.0
1652,2011,VCU,11,4,4,62.0
1653,2011,Butler,8,2,4,70.0
1654,2011,Connecticut,3,1,2,53.0
1655,2011,Butler,8,2,2,41.0
1656,2010,Kansas,1,32,64,90.0
1657,2010,Lehigh,16,64,64,74.0
1658,2010,UNLV,8,64,64,66.0
1659,2010,Northern Iowa,9,16,64,69.0
1660,2010,Michigan St.,5,4,64,70.0
1661,2010,New Mexico St.,12,64,64,67.0
1662,2010,Maryland,4,32,64,89.0
1663,2010,Houston,13,64,64,77.0
1664,2010,Tennessee,6,8,64,62.0
1665,2010,San Diego St.,11,64,64,59.0
1666,2010,Georgetown,3,64,64,83.0
1667,2010,Ohio,14,32,64,97.0
1668,2010,Oklahoma St.,7,64,64,59.0
1669,2010,Georgia Tech,10,32,64,64.0
1670,2010,Ohio St.,2,16,64,68.0
1671,2010,UC Santa Barbara,15,64,64,51.0
1672,2010,Syracuse,1,16,64,79.0
1673,2010,Vermont,16,64,64,56.0
1674,2010,Gonzaga,8,32,64,67.0
1675,2010,Florida St.,9,64,64,60.0
1676,2010,Butler,5,2,64,77.0
1677,2010,UTEP,12,64,64,59.0
1678,2010,Vanderbilt,4,64,64,65.0
1679,2010,Murray St.,13,32,64,66.0
1680,2010,Xavier,6,16,64,65.0
1681,2010,Minnesota,11,64,64,54.0
1682,2010,Pittsburgh,3,32,64,89.0
1683,2010,Oakland,14,64,64,66.0
1684,2010,BYU,7,32,64,99.0
1685,2010,Florida,10,64,64,92.0
1686,2010,Kansas St.,2,8,64,82.0
1687,2010,North Texas,15,64,64,62.0
1688,2010,Kentucky,1,8,64,100.0
1689,2010,East Tennessee St.,16,64,64,71.0
1690,2010,Texas,8,64,64,80.0
