,YEAR,TEAM,SEED,ROUND,CURRENT ROUND,SCORE
1691,2010,Wake Forest,9,32,64,81.0
1692,2010,Temple,5,64,64,65.0
1693,2010,Cornell,12,16,64,78.0
1694,2010,Wisconsin,4,32,64,53.0
1695,2010,Wofford,13,64,64,49.0
1696,2010,Marquette,6,64,64,78.0
1697,2010,Washington,11,16,64,80.0
1698,2010,New Mexico,3,32,64,62.0
1699,2010,Montana,14,64,64,57.0
1700,2010,Clemson,7,64,64,78.0
1701,2010,Missouri,10,32,64,86.0
1702,2010,West Virginia,2,4,64,77.0
1703,2010,Morgan St.,15,64,64,50.0
1704,2010,Duke,1,1,64,73.0
1705,2010,Arkansas Pine Bluff,16,64,64,44.0
1706,2010,California,8,32,64,77.0
1707,2010,Louisville,9,64,64,62.0
1708,2010,Texas A&M,5,32,64,69.0
1709,2010,Utah St.,12,64,64,53.0
1710,2010,Purdue,4,16,64,72.0
1711,2010,Siena,13,64,64,64.0
1712,2010,Notre Dame,6,64,64,50.0
1713,2010,Old Dominion,11,32,64,51.0
1714,2010,Baylor,3,8,64,68.0
1715,2010,Sam Houston St.,14,64,64,59.0
1716,2010,Richmond,7,64,64,71.0
1717,2010,Saint Mary's,10,16,64,80.0
1718,2010,Villanova,2,32,64,73.0
1719,2010,Robert Morris,15,64,64,70.0
1720,2010,Kansas,1,32,32,67.0
1721,2010,Northern Iowa,9,16,32,69.0
1722,2010,Michigan St.,5,4,32,85.0
1723,2010,Maryland,4,32,32,83.0
1724,2010,Tennessee,6,8,32,83.0
1725,2010,Ohio,14,32,32,68.0
1726,2010,Georgia Tech,10,32,32,66.0
1727,2010,Ohio St.,2,16,32,75.0
1728,2010,Syracuse,1,16,32,87.0
1729,2010,Gonzaga,8,32,32,65.0
1730,2010,Butler,5,2,32,54.0
1731,2010,Murray St.,13,32,32,52.0
1732,2010,Xavier,6,16,32,71.0
1733,2010,Pittsburgh,3,32,32,68.0
1734,2010,BYU,7,32,32,72.0
1735,2010,Kansas St.,2,8,32,84.0
1736,2010,Kentucky,1,8,32,90.0
1737,2010,Wake Forest,9,32,32,60.0
1738,2010,Cornell,12,16,32,87.0
1739,2010,Wisconsin,4,32,32,69.0
1740,2010,Washington,11,16,32,82.0
1741,2010,New Mexico,3,32,32,64.0
1742,2010,Missouri,10,32,32,59.0
1743,2010,West Virginia,2,4,32,68.0
1744,2010,Duke,1,1,32,68.0
1745,2010,California,8,32,32,53.0
1746,2010,Texas A&M,5,32,32,61.0
1747,2010,Purdue,4,16,32,63.0
1748,2010,Old Dominion,11,32,32,68.0
1749,2010,Baylor,3,8,32,76.0
1750,2010,Saint Mary's,10,16,32,75.0
1751,2010,Villanova,2,32,32,68.0
1752,2010,Northern Iowa,9,16,16,52.0
1753,2010,Michigan St.,5,4,16,59.0
1754,2010,Tennessee,6,8,16,76.0
1755,2010,Ohio St.,2,16,16,73.0
1756,2010,Syracuse,1,16,16,59.0
1757,2010,Butler,5,2,16,63.0
1758,2010,Xavier,6,16,16,96.0
1759,2010,Kansas St.,2,8,16,101.0
1760,2010,Kentucky,1,8,16,62.0
1761,2010,Cornell,12,16,16,45.0
1762,2010,Washington,11,16,16,56.0
1763,2010,West Virginia,2,4,16,69.0
1764,2010,Duke,1,1,16,70.0
1765,2010,Purdue,4,16,16,57.0
1766,2010,Baylor,3,8,16,72.0
1767,2010,Saint Mary's,10,16,16,49.0
1768,2010,Michigan St.,5,4,8,70.0
1769,2010,Tennessee,6,8,8,69.0
1770,2010,Butler,5,2,8,63.0
1771,2010,Kansas St.,2,8,8,56.0
1772,2010,Kentucky,1,8,8,66.0
1773,2010,West Virginia,2,4,8,73.0
1774,2010,Duke,1,1,8,78.0
1775,2010,Baylor,3,8,8,71.0
1776,2010,Michigan St.,5,4,4,50.0
1777,2010,Butler,5,2,4,52.0
1778,2010,West Virginia,2,4,4,57.0
1779,2010,Duke,1,1,4,78.0
1780,2010,Butler,5,2,2,59.0
1781,2010,Duke,1,1,2,61.0
1782,2009,Louisville,1,8,64,74.0
1783,2009,Morehead St.,16,64,64,54.0
1784,2009,Ohio St.,8,64,64,72.0
1785,2009,Siena,9,32,64,74.0
1786,2009,Utah,5,64,64,71.0
1787,2009,Arizona,12,16,64,84.0
1788,2009,Wake Forest,4,64,64,69.0
1789,2009,Cleveland St.,13,32,64,84.0
1790,2009,West Virginia,6,64,64,60.0
1791,2009,Dayton,11,32,64,68.0
1792,2009,Kansas,3,16,64,84.0
1793,2009,North Dakota St.,14,64,64,74.0
1794,2009,Boston College,7,64,64,55.0
1795,2009,USC,10,32,64,72.0
1796,2009,Michigan St.,2,2,64,77.0
1797,2009,Robert Morris,15,64,64,62.0
1798,2009,Connecticut,1,4,64,103.0
1799,2009,Chattanooga,16,64,64,47.0
1800,2009,BYU,8,64,64,66.0
1801,2009,Texas A&M,9,32,64,79.0
1802,2009,Purdue,5,16,64,61.0
1803,2009,Northern Iowa,12,64,64,56.0
1804,2009,Washington,4,32,64,71.0
1805,2009,Mississippi St.,13,64,64,58.0
1806,2009,Marquette,6,32,64,58.0
1807,2009,Utah St.,11,64,64,57.0
1808,2009,Missouri,3,8,64,78.0
1809,2009,Cornell,14,64,64,59.0
1810,2009,California,7,64,64,71.0
1811,2009,Maryland,10,32,64,84.0
1812,2009,Memphis,2,16,64,81.0
1813,2009,Cal St. Northridge,15,64,64,70.0
1814,2009,Pittsburgh,1,8,64,72.0
1815,2009,East Tennessee St.,16,64,64,62.0
1816,2009,Oklahoma St.,8,32,64,77.0
1817,2009,Tennessee,9,64,64,75.0
1818,2009,Florida St.,5,64,64,59.0
1819,2009,Wisconsin,12,32,64,61.0
1820,2009,Xavier,4,16,64,77.0
1821,2009,Portland St.,13,64,64,59.0
1822,2009,UCLA,6,32,64,65.0
1823,2009,VCU,11,64,64,64.0
1824,2009,Villanova,3,4,64,80.0
1825,2009,American,14,64,64,67.0
1826,2009,Texas,7,32,64,76.0
1827,2009,Minnesota,10,64,64,62.0
1828,2009,Duke,2,16,64,86.0
1829,2009,Binghamton,15,64,64,62.0
1830,2009,North Carolina,1,1,64,101.0
1831,2009,Radford,16,64,64,58.0
1832,2009,LSU,8,32,64,75.0
1833,2009,Butler,9,64,64,71.0
1834,2009,Illinois,5,64,64,72.0
1835,2009,Western Kentucky,12,32,64,76.0
1836,2009,Gonzaga,4,16,64,77.0
1837,2009,Akron,13,64,64,64.0
1838,2009,Arizona St.,6,32,64,66.0
1839,2009,Temple,11,64,64,57.0
1840,2009,Syracuse,3,16,64,59.0
1841,2009,Stephen F. Austin,14,64,64,44.0
1842,2009,Clemson,7,64,64,59.0
1843,2009,Michigan,10,32,64,62.0
1844,2009,Oklahoma,2,8,64,82.0
1845,2009,Morgan St.,15,64,64,54.0
1846,2009,Louisville,1,8,32,79.0
1847,2009,Siena,9,32,32,72.0
1848,2009,Arizona,12,16,32,71.0
1849,2009,Cleveland St.,13,32,32,57.0
1850,2009,Dayton,11,32,32,43.0
1851,2009,Kansas,3,16,32,60.0
1852,2009,USC,10,32,32,69.0
1853,2009,Michigan St.,2,2,32,74.0
1854,2009,Connecticut,1,4,32,92.0
1855,2009,Texas A&M,9,32,32,66.0
1856,2009,Purdue,5,16,32,76.0
1857,2009,Washington,4,32,32,74.0
1858,2009,Marquette,6,32,32,79.0
1859,2009,Missouri,3,8,32,83.0
1860,2009,Maryland,10,32,32,70.0
1861,2009,Memphis,2,16,32,89.0
1862,2009,Pittsburgh,1,8,32,84.0
1863,2009,Oklahoma St.,8,32,32,76.0
1864,2009,Wisconsin,12,32,32,49.0
1865,2009,Xavier,4,16,32,60.0
1866,2009,UCLA,6,32,32,69.0
1867,2009,Villanova,3,4,32,89.0
1868,2009,Texas,7,32,32,69.0
1869,2009,Duke,2,16,32,74.0
1870,2009,North Carolina,1,1,32,84.0
1871,2009,LSU,8,32,32,70.0
1872,2009,Western Kentucky,12,32,32,81.0
1873,2009,Gonzaga,4,16,32,83.0
1874,2009,Arizona St.,6,32,32,67.0
1875,2009,Syracuse,3,16,32,78.0
1876,2009,Michigan,10,32,32,63.0
1877,2009,Oklahoma,2,8,32,73.0
1878,2009,Louisville,1,8,16,103.0
1879,2009,Arizona,12,16,16,64.0
1880,2009,Kansas,3,16,16,62.0
1881,2009,Michigan St.,2,2,16,67.0
1882,2009,Connecticut,1,4,16,72.0
1883,2009,Purdue,5,16,16,60.0
1884,2009,Missouri,3,8,16,102.0
1885,2009,Memphis,2,16,16,91.0
1886,2009,Pittsburgh,1,8,16,60.0
1887,2009,Xavier,4,16,16,55.0
1888,2009,Villanova,3,4,16,77.0
1889,2009,Duke,2,16,16,54.0
1890,2009,North Carolina,1,1,16,98.0
1891,2009,Gonzaga,4,16,16,77.0
1892,2009,Syracuse,3,16,16,71.0
1893,2009,Oklahoma,2,8,16,84.0
1894,2009,Louisville,1,8,8,52.0
1895,2009,Michigan St.,2,2,8,64.0
1896,2009,Connecticut,1,4,8,82.0
1897,2009,Missouri,3,8,8,75.0
1898,2009,Pittsburgh,1,8,8,76.0
1899,2009,Villanova,3,4,8,78.0
1900,2009,North Carolina,1,1,8,72.0
1901,2009,Oklahoma,2,8,8,60.0
1902,2009,Michigan St.,2,2,4,82.0
1903,2009,Connecticut,1,4,4,73.0
1904,2009,Villanova,3,4,4,69.0
1905,2009,North Carolina,1,1,4,83.0
1906,2009,Michigan St.,2,2,2,72.0
1907,2009,North Carolina,1,1,2,89.0
1908,2008,North Carolina,1,4,64,113.0
1909,2008,Mount St. Mary's,16,64,64,74.0
1910,2008,Indiana,8,64,64,72.0
1911,2008,Arkansas,9,32,64,86.0
1912,2008,Notre Dame,5,32,64,68.0
1913,2008,George Mason,12,64,64,50.0
1914,2008,Washington St.,4,16,64,71.0
1915,2008,Winthrop,13,64,64,40.0
1916,2008,Oklahoma,6,32,64,72.0
1917,2008,Saint Joseph's,11,64,64,64.0
1918,2008,Louisville,3,8,64,79.0
1919,2008,Boise St.,14,64,64,61.0
1920,2008,Butler,7,32,64,81.0
1921,2008,South Alabama,10,64,64,61.0
1922,2008,Tennessee,2,16,64,72.0
1923,2008,American,15,64,64,57.0
1924,2008,Kansas,1,1,64,85.0
1925,2008,Portland St.,16,64,64,61.0
1926,2008,UNLV,8,32,64,71.0
1927,2008,Kent St.,9,64,64,58.0
1928,2008,Clemson,5,64,64,69.0
1929,2008,Villanova,12,16,64,75.0
1930,2008,Vanderbilt,4,64,64,62.0
1931,2008,Siena,13,32,64,83.0
1932,2008,USC,6,64,64,67.0
1933,2008,Kansas St.,11,32,64,80.0
1934,2008,Wisconsin,3,16,64,71.0
1935,2008,Cal St. Fullerton,14,64,64,56.0
1936,2008,Gonzaga,7,64,64,76.0
1937,2008,Davidson,10,8,64,82.0
1938,2008,Georgetown,2,32,64,66.0
1939,2008,UMBC,15,64,64,47.0
1940,2008,Memphis,1,2,64,87.0
1941,2008,UT Arlington,16,64,64,63.0
1942,2008,Mississippi St.,8,32,64,76.0
1943,2008,Oregon,9,64,64,69.0
1944,2008,Michigan St.,5,16,64,72.0
1945,2008,Temple,12,64,64,61.0
1946,2008,Pittsburgh,4,32,64,82.0
1947,2008,Oral Roberts,13,64,64,63.0
1948,2008,Marquette,6,32,64,74.0
1949,2008,Kentucky,11,64,64,66.0
1950,2008,Stanford,3,16,64,77.0
1951,2008,Cornell,14,64,64,53.0
1952,2008,Miami FL,7,32,64,78.0
1953,2008,Saint Mary's,10,64,64,64.0
1954,2008,Texas,2,8,64,74.0
1955,2008,Austin Peay,15,64,64,54.0
1956,2008,UCLA,1,4,64,70.0
1957,2008,Mississippi Valley St.,16,64,64,29.0
1958,2008,BYU,8,64,64,62.0
1959,2008,Texas A&M,9,32,64,67.0
1960,2008,Drake,5,64,64,99.0
1961,2008,Western Kentucky,12,16,64,101.0
1962,2008,Connecticut,4,64,64,69.0
1963,2008,San Diego,13,32,64,70.0
1964,2008,Purdue,6,32,64,90.0
1965,2008,Baylor,11,64,64,79.0
1966,2008,Xavier,3,8,64,73.0
1967,2008,Georgia,14,64,64,61.0
1968,2008,West Virginia,7,16,64,75.0
1969,2008,Arizona,10,64,64,65.0
1970,2008,Duke,2,32,64,71.0
1971,2008,Belmont,15,64,64,70.0
1972,2008,North Carolina,1,4,32,108.0
1973,2008,Arkansas,9,32,32,77.0
1974,2008,Notre Dame,5,32,32,41.0
1975,2008,Washington St.,4,16,32,61.0
1976,2008,Oklahoma,6,32,32,48.0
1977,2008,Louisville,3,8,32,78.0
1978,2008,Butler,7,32,32,71.0
1979,2008,Tennessee,2,16,32,76.0
1980,2008,Kansas,1,1,32,75.0
1981,2008,UNLV,8,32,32,56.0
1982,2008,Villanova,12,16,32,84.0
1983,2008,Siena,13,32,32,72.0
1984,2008,Kansas St.,11,32,32,55.0
1985,2008,Wisconsin,3,16,32,72.0
1986,2008,Davidson,10,8,32,74.0
1987,2008,Georgetown,2,32,32,70.0
1988,2008,Memphis,1,2,32,77.0
1989,2008,Mississippi St.,8,32,32,74.0
1990,2008,Michigan St.,5,16,32,65.0
1991,2008,Pittsburgh,4,32,32,54.0
1992,2008,Marquette,6,32,32,81.0
1993,2008,Stanford,3,16,32,82.0
1994,2008,Miami FL,7,32,32,72.0
1995,2008,Texas,2,8,32,75.0
1996,2008,UCLA,1,4,32,51.0
1997,2008,Texas A&M,9,32,32,49.0
1998,2008,Western Kentucky,12,16,32,72.0
1999,2008,San Diego,13,32,32,63.0
2000,2008,Purdue,6,32,32,78.0
2001,2008,Xavier,3,8,32,85.0
2002,2008,West Virginia,7,16,32,73.0
2003,2008,Duke,2,32,32,67.0
2004,2008,North Carolina,1,4,16,68.0
2005,2008,Washington St.,4,16,16,47.0
2006,2008,Louisville,3,8,16,79.0
2007,2008,Tennessee,2,16,16,60.0
2008,2008,Kansas,1,1,16,72.0
2009,2008,Villanova,12,16,16,57.0
2010,2008,Wisconsin,3,16,16,56.0
2011,2008,Davidson,10,8,16,73.0
2012,2008,Memphis,1,2,16,92.0
2013,2008,Michigan St.,5,16,16,74.0
2014,2008,Stanford,3,16,16,62.0
2015,2008,Texas,2,8,16,82.0
2016,2008,UCLA,1,4,16,88.0
2017,2008,Western Kentucky,12,16,16,78.0
2018,2008,Xavier,3,8,16,79.0
2019,2008,West Virginia,7,16,16,75.0
2020,2008,North Carolina,1,4,8,83.0
2021,2008,Louisville,3,8,8,73.0
2022,2008,Kansas,1,1,8,59.0
2023,2008,Davidson,10,8,8,57.0
2024,2008,Memphis,1,2,8,85.0
2025,2008,Texas,2,8,8,67.0
2026,2008,UCLA,1,4,8,76.0
2027,2008,Xavier,3,8,8,57.0
2028,2008,North Carolina,1,4,4,66.0
2029,2008,Kansas,1,1,4,84.0
2030,2008,Memphis,1,2,4,78.0
2031,2008,UCLA,1,4,4,63.0
2032,2008,Kansas,1,1,2,68.0
2033,2008,Memphis,1,2,2,75.0
