,YEAR,TEAM,SEED,ROUND,CURRENT ROUND,SCORE
2018,2008,Austin Peay,15,64,64,54
2019,2008,UCLA,1,4,64,70
2020,2008,Mississippi Valley St.,16,64,64,29
2021,2008,BYU,8,64,64,62
2022,2008,Texas A&M,9,32,64,67
2023,2008,Drake,5,64,64,99
2024,2008,Western Kentucky,12,16,64,101
2025,2008,Connecticut,4,64,64,69
2026,2008,San Diego,13,32,64,70
2027,2008,Purdue,6,32,64,90
2028,2008,Baylor,11,64,64,79
2029,2008,Xavier,3,8,64,73
2030,2008,Georgia,14,64,64,61
2031,2008,West Virginia,7,16,64,75
2032,2008,Arizona,10,64,64,65
2033,2008,Duke,2,32,64,71
,2008,Belmont,15,64,64,70
,2008,North Carolina,1,4,32,108
,2008,Arkansas,9,32,32,77
,2008,Notre Dame,5,32,32,41
,2008,Washington St.,4,16,32,61
,2008,Oklahoma,6,32,32,48
,2008,Louisville,3,8,32,78
,2008,Butler,7,32,32,71
,2008,Tennessee,2,16,32,76
,2008,Kansas,1,1,32,75
,2008,UNLV,8,32,32,56
,2008,Villanova,12,16,32,84
,2008,Siena,13,32,32,72
,2008,Kansas St.,11,32,32,55
,2008,Wisconsin,3,16,32,72
,2008,Davidson,10,8,32,74
,2008,Georgetown,2,32,32,70
,2008,Memphis,1,2,32,77
,2008,Mississippi St.,8,32,32,74
,2008,Michigan St.,5,16,32,65
,2008,Pittsburgh,4,32,32,54
,2008,Marquette,6,32,32,81
,2008,Stanford,3,16,32,82
,2008,Miami FL,7,32,32,72
,2008,Texas,2,8,32,75
,2008,UCLA,1,4,32,51
,2008,Texas A&M,9,32,32,49
,2008,Western Kentucky,12,16,32,72
,2008,San Diego,13,32,32,63
,2008,Purdue,6,32,32,78
,2008,Xavier,3,8,32,85
,2008,West Virginia,7,16,32,73
,2008,Duke,2,32,32,67
,2008,North Carolina,1,4,16,68
,2008,Washington St.,4,16,16,47
,2008,Louisville,3,8,16,79
,2008,Tennessee,2,16,16,60
,2008,Kansas,1,1,16,72
,2008,Villanova,12,16,16,57
,2008,Wisconsin,3,16,16,56
,2008,Davidson,10,8,16,73
,2008,Memphis,1,2,16,92
,2008,Michigan St.,5,16,16,74
,2008,Stanford,3,16,16,62
,2008,Texas,2,8,16,82
,2008,UCLA,1,4,16,88
,2008,Western Kentucky,12,16,16,78
,2008,Xavier,3,8,16,79
,2008,West Virginia,7,16,16,75
,2008,North Carolina,1,4,8,83
,2008,Louisville,3,8,8,73
,2008,Kansas,1,1,8,59
,2008,Davidson,10,8,8,57
,2008,Memphis,1,2,8,85
,2008,Texas,2,8,8,67
,2008,UCLA,1,4,8,76
,2008,Xavier,3,8,8,57
,2008,North Carolina,1,4,4,66
,2008,Kansas,1,1,4,84
,2008,Memphis,1,2,4,78
,2008,UCLA,1,4,4,63
,2008,Kansas,1,1,2,75
,2008,Memphis,1,2,2,68
