,YEAR,TEAM,SEED,ROUND,CURRENT ROUND,SCORE
,2026,Duke,1,,64,
,2026,Siena,16,,64,
,2026,Ohio St.,8,,64,
,2026,TCU,9,,64,
,2026,St. John's,5,,64,
,2026,Northern Iowa,12,,64,
,2026,Kansas,4,,64,
,2026,Cal Baptist,13,,64,
,2026,Louisville,6,,64,
,2026,South Florida,11,,64,
,2026,Michigan St.,3,,64,
,2026,North Dakota St.,14,,64,
,2026,UCLA,7,,64,
,2026,UCF,10,,64,
,2026,Connecticut,2,,64,
,2026,Furman,15,,64,
,2026,Florida,1,,64,
,2026,Lehigh,16,,64,
,2026,Clemson,8,,64,
,2026,Iowa,9,,64,
,2026,Vanderbilt,5,,64,
,2026,McNeese St.,12,,64,
,2026,Nebraska,4,,64,
,2026,Troy,13,,64,
,2026,North Carolina,6,,64,
,2026,VCU,11,,64,
,2026,Illinois,3,,64,
,2026,Penn,14,,64,
,2026,Saint Mary's,7,,64,
,2026,Texas A&M,10,,64,
,2026,Houston,2,,64,
,2026,Idaho,15,,64,
,2026,Arizona,1,,64,
,2026,LIU,16,,64,
,2026,Villanova,8,,64,
,2026,Utah St.,9,,64,
,2026,Wisconsin,5,,64,
,2026,High Point,12,,64,
,2026,Arkansas,4,,64,
,2026,Hawaii,13,,64,
,2026,BYU,6,,64,
,2026,N.C. State,11,,64,
,2026,Gonzaga,3,,64,
,2026,Kennesaw St.,14,,64,
,2026,Miami FL,7,,64,
,2026,Missouri,10,,64,
,2026,Purdue,2,,64,
,2026,Queens,15,,64,
,2026,Michigan,1,,64,
,2026,Howard,16,,64,
,2026,Georgia,8,,64,
,2026,Saint Louis,9,,64,
,2026,Texas Tech,5,,64,
,2026,Akron,12,,64,
,2026,Alabama,4,,64,
,2026,Hofstra,13,,64,
,2026,Tennessee,6,,64,
,2026,Miami OH,11,,64,
,2026,Virginia,3,,64,
,2026,Wright St.,14,,64,
,2026,Kentucky,7,,64,
,2026,Santa Clara,10,,64,
,2026,Iowa St.,2,,64,
,2026,Tennessee St.,15,,64,
,2025,Auburn,1,4,64,83
,2025,Alabama St.,16,64,64,63
,2025,Louisville,8,64,64,75
,2025,Creighton,9,32,64,89
,2025,Michigan,5,16,64,68
,2025,UC San Diego,12,64,64,65
,2025,Texas A&M,4,32,64,80
,2025,Yale,13,64,64,71
,2025,Mississippi,6,16,64,71
,2025,North Carolina,11,64,64,64
,2025,Iowa St.,3,32,64,82
,2025,Lipscomb,14,64,64,55
,2025,Marquette,7,64,64,66
,2025,New Mexico,10,32,64,75
,2025,Michigan St.,2,8,64,87
,2025,Bryant,15,64,64,62
,2025,Florida,1,2,64,95
,2025,Norfolk St.,16,64,64,69
,2025,Connecticut,8,32,64,67
,2025,Oklahoma,9,64,64,59
,2025,Memphis,5,64,64,70
,2025,Colorado St.,12,32,64,78
,2025,Maryland,4,16,64,81
,2025,Grand Canyon,13,64,64,49
,2025,Missouri,6,64,64,57
,2025,Drake,11,32,64,67
,2025,Texas Tech,3,8,64,82
,2025,UNC Wilmington,14,64,64,72
,2025,Kansas,7,64,64,72
,2025,Arkansas,10,16,64,79
,2025,St. John's,2,32,64,83
,2025,Nebraska Omaha,15,64,64,53
,2025,Duke,1,4,64,93
,2025,Mount St. Mary's,16,64,64,49
,2025,Mississippi St.,8,64,64,72
,2025,Baylor,9,32,64,75
,2025,Oregon,5,32,64,81
,2025,Liberty,12,64,64,52
,2025,Arizona,4,16,64,93
,2025,Akron,13,64,64,65
,2025,BYU,6,16,64,80
,2025,VCU,11,64,64,71
,2025,Wisconsin,3,32,64,85
,2025,Montana,14,64,64,66
,2025,Saint Mary's,7,32,64,59
,2025,Vanderbilt,10,64,64,56
,2025,Alabama,2,8,64,90
,2025,Robert Morris,15,64,64,81
,2025,Houston,1,2,64,78
,2025,SIU Edwardsville,16,64,64,40
,2025,Gonzaga,8,32,64,89
,2025,Georgia,9,64,64,68
,2025,Clemson,5,64,64,67
,2025,McNeese St.,12,32,64,69
,2025,Purdue,4,16,64,75
,2025,High Point,13,64,64,63
,2025,Illinois,6,32,64,86
,2025,Xavier,11,64,64,73
,2025,Kentucky,3,16,64,76
,2025,Troy,14,64,64,57
,2025,UCLA,7,32,64,72
,2025,Utah St.,10,64,64,47
,2025,Tennessee,2,8,64,77
0,2025,Wofford,15,64,64,62
1,2025,Auburn,1,4,32,82
2,2025,Creighton,9,32,32,70
3,2025,Michigan,5,16,32,91
4,2025,Texas A&M,4,32,32,79
5,2025,Mississippi,6,16,32,91
6,2025,Iowa St.,3,32,32,78
7,2025,New Mexico,10,32,32,63
8,2025,Michigan St.,2,8,32,71
9,2025,Florida,1,2,32,77
10,2025,Connecticut,8,32,32,75
11,2025,Colorado St.,12,32,32,71
12,2025,Maryland,4,16,32,72
13,2025,Drake,11,32,32,64
14,2025,Texas Tech,3,8,32,77
15,2025,Arkansas,10,16,32,75
16,2025,St. John's,2,32,32,66
18,2025,Duke,1,4,32,89
19,2025,Baylor,9,32,32,66
20,2025,Oregon,5,32,32,83
21,2025,Arizona,4,16,32,87
22,2025,BYU,6,16,32,91
23,2025,Wisconsin,3,32,32,89
24,2025,Saint Mary's,7,32,32,66
25,2025,Alabama,2,8,32,80
26,2025,Houston,1,2,32,81
27,2025,Gonzaga,8,32,32,76
28,2025,McNeese St.,12,32,32,62
29,2025,Purdue,4,16,32,76
30,2025,Illinois,6,32,32,75
31,2025,Kentucky,3,16,32,84
32,2025,UCLA,7,32,32,58
33,2025,Tennessee,2,8,32,67
34,2025,Auburn,1,4,16,78
35,2025,Michigan,5,16,16,65
36,2025,Mississippi,6,16,16,70
37,2025,Michigan St.,2,8,16,73
38,2025,Florida,1,2,16,87
39,2025,Maryland,4,16,16,71
40,2025,Texas Tech,3,8,16,85
41,2025,Arkansas,10,16,16,83
42,2025,Duke,1,4,16,100
43,2025,Arizona,4,16,16,93
44,2025,BYU,6,16,16,88
45,2025,Alabama,2,8,16,113
47,2025,Houston,1,2,16,62
48,2025,Purdue,4,16,16,60
49,2025,Kentucky,3,16,16,65
50,2025,Tennessee,2,8,16,78
52,2025,Auburn,1,4,8,70
53,2025,Michigan St.,2,8,8,64
54,2025,Florida,1,2,8,84
55,2025,Texas Tech,3,8,8,79
56,2025,Duke,1,4,8,85
57,2025,Alabama,2,8,8,65
58,2025,Houston,1,2,8,69
59,2025,Tennessee,2,8,8,50
60,2025,Auburn,1,4,4,73
61,2025,Florida,1,2,4,79
62,2025,Duke,1,4,4,67
63,2025,Houston,1,2,4,70
65,2025,Florida,1,2,2,65
66,2025,Houston,1,2,2,63
67,2024,Connecticut,1,2,64,91
,2024,Stetson,16,64,64,52
,2024,Florida Atlantic,8,64,64,65
,2024,Northwestern,9,32,64,77
,2024,San Diego St.,5,16,64,69
,2024,UAB,12,64,64,65
,2024,Auburn,4,64,64,76
,2024,Yale,13,32,64,78
,2024,BYU,6,64,64,67
,2024,Duquesne,11,32,64,71
,2024,Illinois,3,8,64,85
,2024,Morehead St.,14,64,64,69
,2024,Washington St.,7,32,64,66
,2024,Drake,10,64,64,61
,2024,Iowa St.,2,16,64,82
,2024,South Dakota St.,15,64,64,65
,2024,North Carolina,1,16,64,90
,2024,Wagner,16,64,68,62
,2024,Mississippi St.,8,64,64,51
,2024,Michigan St.,9,32,64,69
,2024,Saint Mary's,5,64,64,66
,2024,Grand Canyon,12,32,64,75
,2024,Alabama,4,4,64,109
,2024,Charleston,13,64,64,96
,2024,Clemson,6,8,64,77
,2024,New Mexico,11,64,64,56
,2024,Baylor,3,32,64,92
,2024,Colgate,14,64,64,67
,2024,Dayton,7,32,64,63
,2024,Nevada,10,64,64,60
,2024,Arizona,2,16,64,85
,2024,Long Beach St.,15,64,64,65
,2024,Houston,1,16,64,86
,2024,Longwood,16,64,64,46
,2024,Nebraska,8,64,64,83
,2024,Texas A&M,9,32,64,98
,2024,Wisconsin,5,64,64,61
,2024,James Madison,12,32,64,72
,2024,Duke,4,8,64,64
,2024,Vermont,13,64,64,47
,2024,Texas Tech,6,64,64,67
,2024,N.C. State,11,4,64,80
,2024,Kentucky,3,64,64,76
,2024,Oakland,14,32,64,80
,2024,Florida,7,64,64,100
,2024,Colorado,10,32,68,102
,2024,Marquette,2,16,64,87
,2024,Western Kentucky,15,64,64,69
,2024,Purdue,1,2,64,78
,2024,Grambling St.,16,64,68,50
,2024,Utah St.,8,32,64,88
,2024,TCU,9,64,64,72
,2024,Gonzaga,5,16,64,86
,2024,McNeese St.,12,64,64,65
,2024,Kansas,4,32,64,93
,2024,Samford,13,64,64,89
,2024,South Carolina,6,64,64,73
,2024,Oregon,11,32,64,87
,2024,Creighton,3,16,64,77
,2024,Akron,14,64,64,60
,2024,Texas,7,32,64,56
,2024,Colorado St.,10,64,68,44
,2024,Tennessee,2,8,64,83
146,2024,Saint Peter's,15,64,64,49
147,2024,Connecticut,1,2,32,75
148,2024,Northwestern,9,32,32,58
149,2024,San Diego St.,5,16,32,85
150,2024,Yale,13,32,32,57
151,2024,Duquesne,11,32,32,63
152,2024,Illinois,3,8,32,89
153,2024,Washington St.,7,32,32,56
154,2024,Iowa St.,2,16,32,67
155,2024,North Carolina,1,16,32,85
156,2024,Michigan St.,9,32,32,69
157,2024,Grand Canyon,12,32,32,61
158,2024,Alabama,4,4,32,72
159,2024,Clemson,6,8,32,72
160,2024,Baylor,3,32,32,64
161,2024,Dayton,7,32,32,68
162,2024,Arizona,2,16,32,78
163,2024,Houston,1,16,32,100
164,2024,Texas A&M,9,32,32,95
165,2024,James Madison,12,32,32,55
166,2024,Duke,4,8,32,93
167,2024,N.C. State,11,4,32,79
168,2024,Oakland,14,32,32,73
169,2024,Colorado,10,32,32,77
170,2024,Marquette,2,16,32,81
171,2024,Purdue,1,2,32,106
172,2024,Utah St.,8,32,32,67
173,2024,Gonzaga,5,16,32,89
174,2024,Kansas,4,32,32,68
175,2024,Oregon,11,32,32,73
176,2024,Creighton,3,16,32,86
177,2024,Texas,7,32,32,58
178,2024,Tennessee,2,8,32,62
179,2024,Connecticut,1,2,16,82
180,2024,San Diego St.,5,16,16,52
181,2024,Illinois,3,8,16,72
182,2024,Iowa St.,2,16,16,69
183,2024,North Carolina,1,16,16,87
184,2024,Alabama,4,4,16,89
185,2024,Clemson,6,8,16,77
186,2024,Arizona,2,16,16,72
187,2024,Houston,1,16,16,51
188,2024,Duke,4,8,16,54
189,2024,N.C. State,11,4,16,67
190,2024,Marquette,2,16,16,58
191,2024,Purdue,1,2,16,80
192,2024,Gonzaga,5,16,16,68
193,2024,Creighton,3,16,16,75
194,2024,Tennessee,2,8,16,82
195,2024,Connecticut,1,2,8,77
196,2024,Illinois,3,8,8,52
197,2024,Alabama,4,4,8,89
198,2024,Clemson,6,8,8,82
199,2024,Duke,4,8,8,64
200,2024,N.C. State,11,4,8,76
201,2024,Purdue,1,2,8,72
202,2024,Tennessee,2,8,8,66
203,2024,Connecticut,1,2,4,86
204,2024,Alabama,4,4,4,72
205,2024,N.C. State,11,4,4,50
206,2024,Purdue,1,2,4,63
207,2024,Connecticut,1,2,2,75
208,2024,Purdue,1,2,2,60
209,2023,Alabama,1,16,64,96
210,2023,Texas A&M Corpus Chris,16,64,64,75
211,2023,Maryland,8,32,64,67
212,2023,West Virginia,9,64,64,65
213,2023,San Diego St.,5,2,64,63
214,2023,Charleston,12,64,64,57
215,2023,Virginia,4,64,64,67
216,2023,Furman,13,32,64,68
217,2023,Creighton,6,8,64,72
218,2023,N.C. State,11,64,64,63
219,2023,Baylor,3,32,64,74
220,2023,UC Santa Barbara,14,64,64,56
221,2023,Missouri,7,32,64,76
222,2023,Utah St.,10,64,64,65
223,2023,Arizona,2,64,64,55
224,2023,Princeton,15,16,64,59
225,2023,Purdue,1,64,64,58
226,2023,Fairleigh Dickinson,16,32,64,63
227,2023,Memphis,8,64,64,65
228,2023,Florida Atlantic,9,4,64,66
229,2023,Duke,5,32,64,74
230,2023,Oral Roberts,12,64,64,51
231,2023,Tennessee,4,16,64,58
232,2023,Louisiana,13,64,64,55
233,2023,Kentucky,6,32,64,61
234,2023,Providence,11,64,64,53
235,2023,Kansas St.,3,8,64,77
236,2023,Montana St.,14,64,64,65
237,2023,Michigan St.,7,16,64,72
238,2023,USC,10,64,64,62
239,2023,Marquette,2,32,64,78
240,2023,Vermont,15,64,64,61
241,2023,Houston,1,16,64,63
242,2023,Northern Kentucky,16,64,64,52
243,2023,Iowa,8,64,64,75
244,2023,Auburn,9,32,64,83
245,2023,Miami FL,5,4,64,63
246,2023,Drake,12,64,64,56
247,2023,Indiana,4,32,64,71
248,2023,Kent St.,13,64,64,60
249,2023,Iowa St.,6,64,64,41
250,2023,Pittsburgh,11,32,64,59
251,2023,Xavier,3,16,64,72
252,2023,Kennesaw St.,14,64,64,67
253,2023,Texas A&M,7,64,64,59
254,2023,Penn St.,10,32,64,76
255,2023,Texas,2,8,64,81
256,2023,Colgate,15,64,64,61
257,2023,Kansas,1,32,64,96
258,2023,Howard,16,64,64,68
259,2023,Arkansas,8,16,64,73
260,2023,Illinois,9,64,64,63
261,2023,Saint Mary's,5,32,64,63
262,2023,VCU,12,64,64,51
263,2023,Connecticut,4,1,64,87
264,2023,Iona,13,64,64,63
265,2023,TCU,6,32,64,72
266,2023,Arizona St.,11,64,64,70
267,2023,Gonzaga,3,8,64,82
268,2023,Grand Canyon,14,64,64,70
269,2023,Northwestern,7,32,64,75
270,2023,Boise St.,10,64,64,67
271,2023,UCLA,2,16,64,86
272,2023,UNC Asheville,15,64,64,53
273,2023,Alabama,1,16,32,73
274,2023,Maryland,8,32,32,51
275,2023,San Diego St.,5,2,32,75
276,2023,Furman,13,32,32,52
277,2023,Creighton,6,8,32,85
278,2023,Baylor,3,32,32,76
279,2023,Missouri,7,32,32,63
280,2023,Princeton,15,16,32,78
281,2023,Fairleigh Dickinson,16,32,32,70
282,2023,Florida Atlantic,9,4,32,78
283,2023,Duke,5,32,32,52
284,2023,Tennessee,4,16,32,65
285,2023,Kentucky,6,32,32,69
286,2023,Kansas St.,3,8,32,75
287,2023,Michigan St.,7,16,32,69
288,2023,Marquette,2,32,32,60
289,2023,Houston,1,16,32,81
290,2023,Auburn,9,32,32,64
291,2023,Miami FL,5,4,32,85
292,2023,Indiana,4,32,32,69
293,2023,Pittsburgh,11,32,32,73
294,2023,Xavier,3,16,32,84
295,2023,Penn St.,10,32,32,66
296,2023,Texas,2,8,32,71
297,2023,Kansas,1,32,32,71
298,2023,Arkansas,8,16,32,72
299,2023,Saint Mary's,5,32,32,55
300,2023,Connecticut,4,1,32,70
301,2023,TCU,6,32,32,81
302,2023,Gonzaga,3,8,32,84
303,2023,Northwestern,7,32,32,63
304,2023,UCLA,2,16,32,68
305,2023,Alabama,1,16,16,64
306,2023,San Diego St.,5,2,16,71
307,2023,Creighton,6,8,16,86
308,2023,Princeton,15,16,16,75
309,2023,Florida Atlantic,9,4,16,62
310,2023,Tennessee,4,16,16,55
311,2023,Kansas St.,3,8,16,98
312,2023,Michigan St.,7,16,16,93
313,2023,Houston,1,16,16,75
314,2023,Miami FL,5,4,16,89
315,2023,Xavier,3,16,16,71
316,2023,Texas,2,8,16,83
317,2023,Arkansas,8,16,16,65
318,2023,Connecticut,4,1,16,88
319,2023,Gonzaga,3,8,16,79
320,2023,UCLA,2,16,16,76
321,2023,San Diego St.,5,2,8,57
322,2023,Creighton,6,8,8,56
323,2023,Florida Atlantic,9,4,8,79
324,2023,Kansas St.,3,8,8,76
325,2023,Miami FL,5,4,8,88
326,2023,Texas,2,8,8,81
327,2023,Connecticut,4,1,8,82
328,2023,Gonzaga,3,8,8,54
329,2023,San Diego St.,5,2,4,72
330,2023,Florida Atlantic,9,4,4,71
331,2023,Miami FL,5,4,4,59
332,2023,Connecticut,4,1,4,72
333,2023,San Diego St.,5,2,2,59
334,2023,Connecticut,4,1,2,76
335,2022,Gonzaga,1,16,64,93
336,2022,Georgia St.,16,64,64,72
337,2022,Boise St.,8,64,64,53
338,2022,Memphis,9,32,64,64
339,2022,Connecticut,5,64,64,63
340,2022,New Mexico St.,12,32,64,70
341,2022,Arkansas,4,8,64,75
342,2022,Vermont,13,64,64,71
343,2022,Alabama,6,64,64,64
344,2022,Notre Dame,11,32,64,78
345,2022,Texas Tech,3,16,64,97
346,2022,Montana St.,14,64,64,62
347,2022,Michigan St.,7,32,64,74
348,2022,Davidson,10,64,64,73
349,2022,Duke,2,4,64,78
350,2022,Cal St. Fullerton,15,64,64,61
351,2022,Baylor,1,32,64,85
352,2022,Norfolk St.,16,64,64,49
353,2022,North Carolina,8,2,64,95
354,2022,Marquette,9,64,64,63
355,2022,Saint Mary's,5,32,64,82
356,2022,Indiana,12,64,64,53
357,2022,UCLA,4,16,64,57
358,2022,Akron,13,64,64,53
359,2022,Texas,6,32,64,81
360,2022,Virginia Tech,11,64,64,73
361,2022,Purdue,3,16,64,78
362,2022,Yale,14,64,64,56
363,2022,Murray St.,7,32,64,92
364,2022,San Francisco,10,64,64,87
365,2022,Kentucky,2,64,64,79
366,2022,Saint Peter's,15,8,64,85
367,2022,Arizona,1,16,64,87
368,2022,Wright St.,16,64,64,70
369,2022,Seton Hall,8,64,64,42
370,2022,TCU,9,32,64,69
371,2022,Houston,5,8,64,82
372,2022,UAB,12,64,64,68
373,2022,Illinois,4,32,64,54
374,2022,Chattanooga,13,64,64,53
375,2022,Colorado St.,6,64,64,63
376,2022,Michigan,11,16,64,75
377,2022,Tennessee,3,32,64,88
378,2022,Longwood,14,64,64,56
379,2022,Ohio St.,7,32,64,54
380,2022,Loyola Chicago,10,64,64,41
381,2022,Villanova,2,4,64,80
382,2022,Delaware,15,64,64,60
383,2022,Kansas,1,1,64,83
384,2022,Texas Southern,16,64,64,56
385,2022,San Diego St.,8,64,64,69
386,2022,Creighton,9,32,64,72
387,2022,Iowa,5,64,64,63
388,2022,Richmond,12,32,64,67
389,2022,Providence,4,16,64,66
390,2022,South Dakota St.,13,64,64,57
391,2022,LSU,6,64,64,54
392,2022,Iowa St.,11,16,64,59
393,2022,Wisconsin,3,32,64,67
394,2022,Colgate,14,64,64,60
395,2022,USC,7,64,64,66
396,2022,Miami FL,10,8,64,68
397,2022,Auburn,2,32,64,80
522,2022,Jacksonville St.,15,64,64,61
523,2022,Gonzaga,1,16,32,82
524,2022,Memphis,9,32,32,78
525,2022,New Mexico St.,12,32,32,48
526,2022,Arkansas,4,8,32,53
527,2022,Notre Dame,11,32,32,53
528,2022,Texas Tech,3,16,32,59
529,2022,Michigan St.,7,32,32,76
530,2022,Duke,2,4,32,85
531,2022,Baylor,1,32,32,86
532,2022,North Carolina,8,2,32,93
533,2022,Saint Mary's,5,32,32,56
534,2022,UCLA,4,16,32,72
535,2022,Texas,6,32,32,71
536,2022,Purdue,3,16,32,81
537,2022,Murray St.,7,32,32,60
538,2022,Saint Peter's,15,8,32,70
539,2022,Arizona,1,16,32,85
540,2022,TCU,9,32,32,80
541,2022,Houston,5,8,32,68
542,2022,Illinois,4,32,32,53
543,2022,Michigan,11,16,32,76
544,2022,Tennessee,3,32,32,68
545,2022,Ohio St.,7,32,32,61
546,2022,Villanova,2,4,32,71
547,2022,Kansas,1,1,32,79
548,2022,Creighton,9,32,32,72
549,2022,Richmond,12,32,32,51
550,2022,Providence,4,16,32,79
551,2022,Iowa St.,11,16,32,54
552,2022,Wisconsin,3,32,32,49
553,2022,Miami FL,10,8,32,79
554,2022,Auburn,2,32,32,61
555,2022,Gonzaga,1,16,16,68
556,2022,Arkansas,4,8,16,74
557,2022,Texas Tech,3,16,16,73
558,2022,Duke,2,4,16,78
559,2022,North Carolina,8,2,16,73
560,2022,UCLA,4,16,16,66
561,2022,Purdue,3,16,16,64
562,2022,Saint Peter's,15,8,16,67
563,2022,Arizona,1,16,16,60
564,2022,Houston,5,8,16,72
565,2022,Michigan,11,16,16,55
566,2022,Villanova,2,4,16,63
567,2022,Kansas,1,1,16,66
568,2022,Providence,4,16,16,61
569,2022,Iowa St.,11,16,16,56
570,2022,Miami FL,10,8,16,70
571,2022,Arkansas,4,8,8,69
572,2022,Duke,2,4,8,78
573,2022,North Carolina,8,2,8,69
574,2022,Saint Peter's,15,8,8,49
575,2022,Houston,5,8,8,44
576,2022,Villanova,2,4,8,50
577,2022,Kansas,1,1,8,76
578,2022,Miami FL,10,8,8,50
579,2022,Duke,2,4,4,77
580,2022,North Carolina,8,2,4,81
581,2022,Villanova,2,4,4,65
582,2022,Kansas,1,1,4,81
583,2022,North Carolina,8,2,2,69
584,2022,Kansas,1,1,2,72
585,2019,Duke,1,8,64,85
586,2019,North Dakota St.,16,64,64,62
587,2019,VCU,8,64,64,58
588,2019,UCF,9,32,64,73
589,2019,Mississippi St.,5,64,64,76
590,2019,Liberty,12,32,64,80
591,2019,Virginia Tech,4,16,64,66
592,2019,Saint Louis,13,64,64,52
593,2019,Maryland,6,32,64,79
594,2019,Belmont,11,64,64,77
595,2019,LSU,3,16,64,79
596,2019,Yale,14,64,64,74
597,2019,Louisville,7,64,64,76
598,2019,Minnesota,10,32,64,86
599,2019,Michigan St.,2,4,64,76
600,2019,Bradley,15,64,64,65
601,2019,Gonzaga,1,8,64,87
602,2019,Fairleigh Dickinson,16,64,64,49
603,2019,Syracuse,8,64,64,69
604,2019,Baylor,9,32,64,78
605,2019,Marquette,5,64,64,64
606,2019,Murray St.,12,32,64,83
607,2019,Florida St.,4,16,64,76
608,2019,Vermont,13,64,64,69
609,2019,Buffalo,6,32,64,91
610,2019,Arizona St.,11,64,64,74
611,2019,Texas Tech,3,2,64,72
612,2019,Northern Kentucky,14,64,64,57
613,2019,Nevada,7,64,64,61
614,2019,Florida,10,32,64,70
615,2019,Michigan,2,16,64,74
616,2019,Montana,15,64,64,55
617,2019,Virginia,1,1,64,71
618,2019,Gardner Webb,16,64,64,56
619,2019,Mississippi,8,64,64,72
620,2019,Oklahoma,9,32,64,95
621,2019,Wisconsin,5,64,64,54
622,2019,Oregon,12,16,64,72
623,2019,Kansas St.,4,64,64,64
624,2019,UC Irvine,13,32,64,70
625,2019,Villanova,6,32,64,61
626,2019,Saint Mary's,11,64,64,57
627,2019,Purdue,3,8,64,61
628,2019,Old Dominion,14,64,64,48
629,2019,Cincinnati,7,64,64,72
630,2019,Iowa,10,32,64,79
631,2019,Tennessee,2,16,64,77
632,2019,Colgate,15,64,64,70
633,2019,North Carolina,1,16,64,88
634,2019,Iona,16,64,64,73
635,2019,Utah St.,8,64,64,61
636,2019,Washington,9,32,64,78
637,2019,Auburn,5,4,64,78
638,2019,New Mexico St.,12,64,64,77
639,2019,Kansas,4,32,64,87
640,2019,Northeastern,13,64,64,52
641,2019,Iowa St.,6,64,64,59
642,2019,Ohio St.,11,32,64,62
643,2019,Houston,3,16,64,84
644,2019,Georgia St.,14,64,64,55
645,2019,Wofford,7,32,64,84
646,2019,Seton Hall,10,64,64,68
647,2019,Kentucky,2,8,64,79
648,2019,Abilene Christian,15,64,64,44
649,2019,Duke,1,8,32,77
650,2019,UCF,9,32,32,76
651,2019,Liberty,12,32,32,58
652,2019,Virginia Tech,4,16,32,67
653,2019,Maryland,6,32,32,67
654,2019,LSU,3,16,32,69
655,2019,Minnesota,10,32,32,50
656,2019,Michigan St.,2,4,32,70
657,2019,Gonzaga,1,8,32,83
658,2019,Baylor,9,32,32,71
659,2019,Murray St.,12,32,32,62
660,2019,Florida St.,4,16,32,90
661,2019,Buffalo,6,32,32,58
662,2019,Texas Tech,3,2,32,78
663,2019,Florida,10,32,32,49
664,2019,Michigan,2,16,32,64
665,2019,Virginia,1,1,32,63
666,2019,Oklahoma,9,32,32,51
667,2019,Oregon,12,16,32,73
668,2019,UC Irvine,13,32,32,54
669,2019,Villanova,6,32,32,61
670,2019,Purdue,3,8,32,87
671,2019,Iowa,10,32,32,77
672,2019,Tennessee,2,16,32,83
673,2019,North Carolina,1,16,32,81
674,2019,Washington,9,32,32,59
675,2019,Auburn,5,4,32,89
676,2019,Kansas,4,32,32,75
677,2019,Ohio St.,11,32,32,59
678,2019,Houston,3,16,32,74
679,2019,Wofford,7,32,32,56
680,2019,Kentucky,2,8,32,62
681,2019,Duke,1,8,16,75
682,2019,Virginia Tech,4,16,16,73
683,2019,LSU,3,16,16,63
684,2019,Michigan St.,2,4,16,80
685,2019,Gonzaga,1,8,16,72
686,2019,Florida St.,4,16,16,58
687,2019,Texas Tech,3,2,16,63
688,2019,Michigan,2,16,16,44
689,2019,Virginia,1,1,16,53
690,2019,Oregon,12,16,16,49
691,2019,Purdue,3,8,16,99
692,2019,Tennessee,2,16,16,94
693,2019,North Carolina,1,16,16,80
694,2019,Auburn,5,4,16,97
695,2019,Houston,3,16,16,58
696,2019,Kentucky,2,8,16,62
697,2019,Duke,1,8,8,67
698,2019,Michigan St.,2,4,8,68
699,2019,Gonzaga,1,8,8,69
700,2019,Texas Tech,3,2,8,75
701,2019,Virginia,1,1,8,80
702,2019,Purdue,3,8,8,75
703,2019,Auburn,5,4,8,77
704,2019,Kentucky,2,8,8,71
705,2019,Michigan St.,2,4,4,51
706,2019,Texas Tech,3,2,4,61
707,2019,Virginia,1,1,4,63
708,2019,Auburn,5,4,4,62
709,2019,Texas Tech,3,2,2,77
710,2019,Virginia,1,1,2,85
711,2018,Virginia,1,64,64,54
712,2018,UMBC,16,32,64,74
713,2018,Creighton,8,64,64,59
714,2018,Kansas St.,9,8,64,69
715,2018,Kentucky,5,16,64,78
716,2018,Davidson,12,64,64,73
717,2018,Arizona,4,64,64,68
718,2018,Buffalo,13,32,64,89
719,2018,Miami FL,6,64,64,62
720,2018,Loyola Chicago,11,4,64,64
721,2018,Tennessee,3,32,64,73
722,2018,Wright St.,14,64,64,47
723,2018,Nevada,7,16,64,87
724,2018,Texas,10,64,64,83
725,2018,Cincinnati,2,32,64,68
726,2018,Georgia St.,15,64,64,53
727,2018,Xavier,1,32,64,102
728,2018,Texas Southern,16,64,64,83
729,2018,Missouri,8,64,64,54
730,2018,Florida St.,9,8,64,67
731,2018,Ohio St.,5,32,64,81
732,2018,South Dakota St.,12,64,64,73
733,2018,Gonzaga,4,16,64,68
734,2018,UNC Greensboro,13,64,64,64
735,2018,Houston,6,32,64,67
736,2018,San Diego St.,11,64,64,65
737,2018,Michigan,3,2,64,61
738,2018,Montana,14,64,64,47
739,2018,Texas A&M,7,16,64,73
740,2018,Providence,10,64,64,69
741,2018,North Carolina,2,32,64,84
742,2018,Lipscomb,15,64,64,66
743,2018,Villanova,1,1,64,87
744,2018,Radford,16,64,64,61
745,2018,Virginia Tech,8,64,64,83
746,2018,Alabama,9,32,64,86
747,2018,West Virginia,5,16,64,85
748,2018,Murray St.,12,64,64,68
749,2018,Wichita St.,4,64,64,75
750,2018,Marshall,13,32,64,81
751,2018,Florida,6,32,64,77
752,2018,St. Bonaventure,11,64,64,62
753,2018,Texas Tech,3,8,64,70
754,2018,Stephen F. Austin,14,64,64,60
755,2018,Arkansas,7,64,64,62
756,2018,Butler,10,32,64,79
757,2018,Purdue,2,16,64,74
758,2018,Cal St. Fullerton,15,64,64,48
759,2018,Kansas,1,4,64,76
760,2018,Penn,16,64,64,60
761,2018,Seton Hall,8,32,64,94
762,2018,N.C. State,9,64,64,83
763,2018,Clemson,5,16,64,79
764,2018,New Mexico St.,12,64,64,68
765,2018,Auburn,4,32,64,62
766,2018,Charleston,13,64,64,58
767,2018,TCU,6,64,64,52
768,2018,Syracuse,11,16,64,57
769,2018,Michigan St.,3,32,64,82
770,2018,Bucknell,14,64,64,78
771,2018,Rhode Island,7,32,64,83
772,2018,Oklahoma,10,64,64,78
773,2018,Duke,2,8,64,89
774,2018,Iona,15,64,64,67
775,2018,UMBC,16,32,32,43
776,2018,Kansas St.,9,8,32,50
